Todo;Código postal;Municipio
05244 Tormellas;05244; Tormellas
44218 Tormón;44218; Tormón
03131 Tormos;03131; Tormos
25224 Torms, Els;25224; Torms, Els
25225 Tornabous;25225; Tornabous
37325 Tornadizo, El;37325; Tornadizo, El
05245 Tornadizos de Ávila;05245; Tornadizos de Ávila
10183 Tornavacas;10183; Tornavacas
10184 Torno, El;10184; Torno, El
44219 Tornos;44219; Tornos
49219 Toro;49219; Toro
12115 Toro, El;12115; Toro, El
34182 Torquemada;34182; Torquemada
16209 Torralba;16209; Torralba
22232 Torralba de Aragón;22232; Torralba de Aragón
13083 Torralba de Calatrava;13083; Torralba de Calatrava
50256 Torralba de los Frailes;50256; Torralba de los Frailes
44220 Torralba de los Sisones;44220; Torralba de los Sisones
45169 Torralba de Oropesa;45169; Torralba de Oropesa
50257 Torralba de Ribota;50257; Torralba de Ribota
12116 Torralba del Pinar;12116; Torralba del Pinar
31230 Torralba del Río;31230; Torralba del Río
50258 Torralbilla;50258; Torralbilla
11036 Torre Alháquime;11036; Torre Alháquime
44223 Torre de Arcas;44223; Torre de Arcas
25227 Torre de Cabdella, La;25227; Torre de Cabdella, La
08286 Torre de Claramunt, La;08286; Torre de Claramunt, La
10187 Torre de Don Miguel;10187; Torre de Don Miguel
47169 Torre de Esgueva;47169; Torre de Esgueva
45171 Torre de Esteban Hambrán, La;45171; Torre de Esteban Hambrán, La
43151 Torre de Fontaubella, La;43151; Torre de Fontaubella, La
13084 Torre de Juan Abad;13084; Torre de Juan Abad
44224 Torre de las Arcas;44224; Torre de las Arcas
43152 Torre de l'Espanyol, La;43152; Torre de l'Espanyol, La
06131 Torre de Miguel Sesmero;06131; Torre de Miguel Sesmero
47170 Torre de Peñafiel;47170; Torre de Peñafiel
10188 Torre de Santa María;10188; Torre de Santa María
24170 Torre del Bierzo;24170; Torre del Bierzo
19279 Torre del Burgo;19279; Torre del Burgo
44225 Torre del Compte;44225; Torre del Compte
49220 Torre del Valle, La;49220; Torre del Valle, La
12119 Torre d'En Besora, la;12119; Torre d'En Besora, la
12120 Torre d'en Doménec, la;12120; Torre d'en Doménec, la
26153 Torre en Cameros;26153; Torre en Cameros
05247 Torre, La;05247; Torre, La
22233 Torre la Ribera;22233; Torre la Ribera
44227 Torre los Negros;44227; Torre los Negros
40206 Torre Val de San Pedro;40206; Torre Val de San Pedro
40202 Torreadrada;40202; Torreadrada
46242 Torrebaja;46242; Torrebaja
25226 Torrebesses;25226; Torrebesses
42185 Torreblacos;42185; Torreblacos
12117 Torreblanca;12117; Torreblanca
23085 Torreblascopedro;23085; Torreblascopedro
40203 Torrecaballeros;40203; Torrecaballeros
14062 Torrecampo;14062; Torrecampo
18178 Torre-Cardela;18178; Torre-Cardela
12118 Torrechiva;12118; Torrechiva
44221 Torrecilla de Alcañiz;44221; Torrecilla de Alcañiz
47166 Torrecilla de la Abadesa;47166; Torrecilla de la Abadesa
45170 Torrecilla de la Jara;45170; Torrecilla de la Jara
47167 Torrecilla de la Orden;47167; Torrecilla de la Orden
47168 Torrecilla de la Torre;47168; Torrecilla de la Torre
10185 Torrecilla de los Ángeles;10185; Torrecilla de los Ángeles
09386 Torrecilla del Monte;09386; Torrecilla del Monte
40204 Torrecilla del Pinar;40204; Torrecilla del Pinar
44222 Torrecilla del Rebollar;44222; Torrecilla del Rebollar
26151 Torrecilla en Cameros;26151; Torrecilla en Cameros
26152 Torrecilla sobre Alesanco;26152; Torrecilla sobre Alesanco
10186 Torrecillas de la Tiesa;10186; Torrecillas de la Tiesa
19277 Torrecuadrada de Molina;19277; Torrecuadrada de Molina
19278 Torrecuadradilla;19278; Torrecuadradilla
23086 Torredelcampo;23086; Torredelcampo
43153 Torredembarra;43153; Torredembarra
23087 Torredonjimeno;23087; Torredonjimeno
25228 Torrefarrera;25228; Torrefarrera
25907 Torrefeta i Florejacs;25907; Torrefeta i Florejacs
09387 Torregalindo;09387; Torregalindo
49221 Torregamones;49221; Torregamones
25230 Torregrossa;25230; Torregrossa
50259 Torrehermosa;50259; Torrehermosa
40205 Torreiglesias;40205; Torreiglesias
28148 Torrejón de Ardoz;28148; Torrejón de Ardoz
28149 Torrejón de la Calzada;28149; Torrejón de la Calzada
28150 Torrejón de Velasco;28150; Torrejón de Velasco
19280 Torrejón del Rey;19280; Torrejón del Rey
10190 Torrejón el Rubio;10190; Torrejón el Rubio
10189 Torrejoncillo;10189; Torrejoncillo
16211 Torrejoncillo del Rey;16211; Torrejoncillo del Rey
44226 Torrelacárcel;44226; Torrelacárcel
28151 Torrelaguna;28151; Torrelaguna
25231 Torrelameu;25231; Torrelameu
50260 Torrelapaja;50260; Torrelapaja
09388 Torrelara;09388; Torrelara
39087 Torrelavega;39087; Torrelavega
08287 Torrelavit;08287; Torrelavit
46243 Torrella;46243; Torrella
50261 Torrellas;50261; Torrellas
08288 Torrelles de Foix;08288; Torrelles de Foix
08289 Torrelles de Llobregat;08289; Torrelles de Llobregat
47171 Torrelobatón;47171; Torrelobatón
28152 Torrelodones;28152; Torrelodones
03132 Torremanzanas/Torre de les Maçanes, la;03132; Torremanzanas/Torre de les Maçanes, la
06132 Torremayor;06132; Torremayor
06133 Torremejía;06133; Torremejía
10191 Torremenga;10191; Torremenga
10192 Torremocha;10192; Torremocha
19281 Torremocha de Jadraque;19281; Torremocha de Jadraque
28153 Torremocha de Jarama;28153; Torremocha de Jarama
44228 Torremocha de Jiloca;44228; Torremocha de Jiloca
19282 Torremocha del Campo;19282; Torremocha del Campo
19283 Torremocha del Pinar;19283; Torremocha del Pinar
19284 Torremochuela;19284; Torremochuela
29901 Torremolinos;29901; Torremolinos
26154 Torremontalbo;26154; Torremontalbo
34184 Torremormojón;34184; Torremormojón
46244 Torrent;46244; Torrent
17197 Torrent;17197; Torrent
22234 Torrente de Cinca;22234; Torrente de Cinca
13085 Torrenueva;13085; Torrenueva
18916 Torrenueva Costa;18916; Torrenueva Costa
10193 Torreorgaz;10193; Torreorgaz
30037 Torre-Pacheco;30037; Torre-Pacheco
09389 Torrepadre;09389; Torrepadre
23088 Torreperogil;23088; Torreperogil
10194 Torrequemada;10194; Torrequemada
23090 Torres;23090; Torres
23091 Torres de Albánchez;23091; Torres de Albánchez
44229 Torres de Albarracín;44229; Torres de Albarracín
22235 Torres de Alcanadre;22235; Torres de Alcanadre
22236 Torres de Barbués;22236; Torres de Barbués
50262 Torres de Berrellén;50262; Torres de Berrellén
30038 Torres de Cotillas, Las;30038; Torres de Cotillas, Las
28154 Torres de la Alameda;28154; Torres de la Alameda
25232 Torres de Segre;25232; Torres de Segre
49222 Torres del Carrizal;49222; Torres del Carrizal
31231 Torres del Río;31231; Torres del Río
46245 Torres Torres;46245; Torres Torres
09390 Torresandino;09390; Torresandino
47172 Torrescárcela;47172; Torrescárcela
25233 Torre-serona;25233; Torre-serona
37327 Torresmenudas;37327; Torresmenudas
44230 Torrevelilla;44230; Torrevelilla
03133 Torrevieja;03133; Torrevieja
45172 Torrico;45172; Torrico
44231 Torrijas;44231; Torrijas
50263 Torrijo de la Cañada;50263; Torrijo de la Cañada
44232 Torrijo del Campo;44232; Torrijo del Campo
45173 Torrijos;45173; Torrijos
17198 Torroella de Fluvià;17198; Torroella de Fluvià
17199 Torroella de Montgrí;17199; Torroella de Montgrí
43154 Torroja del Priorat;43154; Torroja del Priorat
29091 Torrox;29091; Torrox
19285 Torrubia;19285; Torrubia
42187 Torrubia de Soria;42187; Torrubia de Soria
16212 Torrubia del Campo;16212; Torrubia del Campo
16213 Torrubia del Castillo;16213; Torrubia del Castillo
17200 Tortellà;17200; Tortellà
19286 Tórtola de Henares;19286; Tórtola de Henares
05246 Tórtoles;05246; Tórtoles
09391 Tórtoles de Esgueva;09391; Tórtoles de Esgueva
43155 Tortosa;43155; Tortosa
19287 Tortuera;19287; Tortuera
19288 Tortuero;19288; Tortuero
18179 Torvizcón;18179; Torvizcón
09392 Tosantos;09392; Tosantos
17201 Toses;17201; Toses
50264 Tosos;50264; Tosos
17202 Tossa de Mar;17202; Tossa de Mar
29092 Totalán;29092; Totalán
30039 Totana;30039; Totana
45174 Totanés;45174; Totanés
15085 Touro;15085; Touro
46246 Tous;46246; Tous
27061 Trabada;27061; Trabada
24171 Trabadelo;24171; Trabadelo
37328 Trabanca;37328; Trabanca
49223 Trabazos;49223; Trabazos
16215 Tragacete;16215; Tragacete
19289 Traíd;19289; Traíd
12121 Traiguera;12121; Traiguera
44234 Tramacastiel;44234; Tramacastiel
44235 Tramacastilla;44235; Tramacastilla
22239 Tramaced;22239; Tramaced
06134 Trasierra;06134; Trasierra
32082 Trasmiras;32082; Trasmiras
50265 Trasmoz;50265; Trasmoz
50266 Trasobares;50266; Trasobares
47173 Traspinedo;47173; Traspinedo
15086 Trazo;15086; Trazo
11037 Trebujena;11037; Trebujena
49224 Trefacio;49224; Trefacio
37329 Tremedal de Tormes;37329; Tremedal de Tormes
25234 Tremp;25234; Tremp
28903 Tres Cantos;28903; Tres Cantos
04901 Tres Villas, Las;04901; Tres Villas, Las
40207 Trescasas;40207; Trescasas
16216 Tresjuncos;16216; Tresjuncos
09394 Trespaderne;09394; Trespaderne
39088 Tresviso;39088; Tresviso
42188 Trévago;42188; Trévago
18180 Trevélez;18180; Trevélez
26155 Treviana;26155; Treviana
27062 Triacastela;27062; Triacastela
16217 Tribaldos;16217; Tribaldos
26157 Tricio;26157; Tricio
21070 Trigueros;21070; Trigueros
47174 Trigueros del Valle;47174; Trigueros del Valle
19290 Trijueque;19290; Trijueque
19291 Trillo;19291; Trillo
34185 Triollo;34185; Triollo
44236 Tronchón;44236; Tronchón
24172 Truchas;24172; Truchas
48087 Trucios-Turtzioz;48087; Trucios-Turtzioz
06135 Trujillanos;06135; Trujillanos
10195 Trujillo;10195; Trujillo
09395 Tubilla del Agua;09395; Tubilla del Agua
09396 Tubilla del Lago;09396; Tubilla del Lago
39089 Tudanca;39089; Tudanca
31232 Tudela;31232; Tudela
47175 Tudela de Duero;47175; Tudela de Duero
26158 Tudelilla;26158; Tudelilla
46247 Tuéjar;46247; Tuéjar
36055 Tui;36055; Tui
35030 Tuineje;35030; Tuineje
31233 Tulebras;31233; Tulebras
24173 Turcia;24173; Turcia
40208 Turégano;40208; Turégano
46248 Turís;46248; Turís
45175 Turleque;45175; Turleque
18181 Turón;18181; Turón
04093 Turre;04093; Turre
04094 Turrillas;04094; Turrillas
23092 Úbeda;23092; Úbeda
48088 Ubide;48088; Ubide
11038 Ubrique;11038; Ubrique
31234 Ucar;31234; Ucar
19293 Uceda;19293; Uceda
42189 Ucero;42189; Ucero
16218 Uclés;16218; Uclés
39090 Udías;39090; Udías
48065 Ugao-Miraballes;48065; Ugao-Miraballes
45176 Ugena;45176; Ugena
18182 Ugíjar;18182; Ugíjar
31123 Uharte Arakil;31123; Uharte Arakil
19294 Ujados;19294; Ujados
31235 Ujué/Uxue;31235; Ujué/Uxue
30040 Ulea;30040; Ulea
04095 Uleila del Campo;04095; Uleila del Campo
17204 Ullà;17204; Ullà
08290 Ullastrell;08290; Ullastrell
17205 Ullastret;17205; Ullastret
43156 Ulldecona;43156; Ulldecona
43157 Ulldemolins;43157; Ulldemolins
17203 Ultramort;17203; Ultramort
31236 Ultzama;31236; Ultzama
41094 Umbrete;41094; Umbrete
05249 Umbrías;05249; Umbrías
50267 Uncastillo;50267; Uncastillo
31237 Unciti;31237; Unciti
50268 Undués de Lerda;50268; Undués de Lerda
47176 Unión de Campos, La;47176; Unión de Campos, La
30041 Unión, La;30041; Unión, La
31238 Unzué/Untzue;31238; Unzué/Untzue
16219 Uña;16219; Uña
49225 Uña de Quintana;49225; Uña de Quintana
09398 Úrbel del Castillo;09398; Úrbel del Castillo
45177 Urda;45177; Urda
31239 Urdazubi/Urdax;31239; Urdazubi/Urdax
31240 Urdiain;31240; Urdiain
24174 Urdiales del Páramo;24174; Urdiales del Páramo
48089 Urduliz;48089; Urduliz
48074 Urduña/Orduña;48074; Urduña/Orduña
01054 Urkabustaiz;01054; Urkabustaiz
20072 Urnieta;20072; Urnieta
47177 Urones de Castroponce;47177; Urones de Castroponce
04096 Urrácal;04096; Urrácal
31241 Urraul Alto;31241; Urraul Alto
31242 Urraul Bajo;31242; Urraul Bajo
44237 Urrea de Gaén;44237; Urrea de Gaén
50269 Urrea de Jalón;50269; Urrea de Jalón
20077 Urretxu;20077; Urretxu
50270 Urriés;50270; Urriés
31244 Urroz;31244; Urroz
31243 Urroz-Villa;31243; Urroz-Villa
47178 Urueña;47178; Urueña
40210 Urueñas;40210; Urueñas
26160 Uruñuela;26160; Uruñuela
17206 Urús;17206; Urús
31245 Urzainqui/Urzainki;31245; Urzainqui/Urzainki
06136 Usagre;06136; Usagre
50271 Used;50271; Used
12122 Useras/Useres, les;12122; Useras/Useres, les
20073 Usurbil;20073; Usurbil
19296 Utande;19296; Utande
50272 Utebo;50272; Utebo
31246 Uterga;31246; Uterga
46249 Utiel;46249; Utiel
41095 Utrera;41095; Utrera
44238 Utrillas;44238; Utrillas
31247 Uztárroz/Uztarroze;31247; Uztárroz/Uztarroze
08291 Vacarisses;08291; Vacarisses
42190 Vadillo;42190; Vadillo
49226 Vadillo de la Guareña;49226; Vadillo de la Guareña
05251 Vadillo de la Sierra;05251; Vadillo de la Sierra
09400 Vadocondes;09400; Vadocondes
17014 Vajol, La;17014; Vajol, La
24185 Val de San Lorenzo;24185; Val de San Lorenzo
50274 Val de San Martín;50274; Val de San Martín
39095 Val de San Vicente;39095; Val de San Vicente
15088 Val do Dubra;15088; Val do Dubra
44239 Valacloche;44239; Valacloche
27063 Valadouro, O;27063; Valadouro, O
44240 Valbona;44240; Valbona
47179 Valbuena de Duero;47179; Valbuena de Duero
34186 Valbuena de Pisuerga;34186; Valbuena de Pisuerga
49227 Valcabado;49227; Valcabado
39091 Valdáliga;39091; Valdáliga
28155 Valdaracete;28155; Valdaracete
19297 Valdarachas;19297; Valdarachas
10196 Valdastillas;10196; Valdastillas
44241 Valdealgorfa;44241; Valdealgorfa
09403 Valdeande;09403; Valdeande
47180 Valdearcos de la Vega;47180; Valdearcos de la Vega
19298 Valdearenas;19298; Valdearenas
19299 Valdeavellano;19299; Valdeavellano
42191 Valdeavellano de Tera;42191; Valdeavellano de Tera
28156 Valdeavero;28156; Valdeavero
19300 Valdeaveruelo;19300; Valdeaveruelo
06137 Valdecaballeros;06137; Valdecaballeros
10197 Valdecañas de Tajo;10197; Valdecañas de Tajo
37330 Valdecarros;37330; Valdecarros
05252 Valdecasa;05252; Valdecasa
16906 Valdecolmenas, Los;16906; Valdecolmenas, Los
19301 Valdeconcha;19301; Valdeconcha
44243 Valdecuenca;44243; Valdecuenca
49228 Valdefinjas;49228; Valdefinjas
24175 Valdefresno;24175; Valdefresno
10198 Valdefuentes;10198; Valdefuentes
37331 Valdefuentes de Sangusín;37331; Valdefuentes de Sangusín
24176 Valdefuentes del Páramo;24176; Valdefuentes del Páramo
02075 Valdeganga;02075; Valdeganga
42192 Valdegeña;42192; Valdegeña
01055 Valdegovía/Gaubea;01055; Valdegovía/Gaubea
19302 Valdegrudas;19302; Valdegrudas
37332 Valdehijaderos;37332; Valdehijaderos
50273 Valdehorna;50273; Valdehorna
10199 Valdehúncar;10199; Valdehúncar
06901 Valdelacalzada;06901; Valdelacalzada
37333 Valdelacasa;37333; Valdelacasa
10200 Valdelacasa de Tajo;10200; Valdelacasa de Tajo
37334 Valdelageve;37334; Valdelageve
42193 Valdelagua del Cerro;42193; Valdelagua del Cerro
28157 Valdelaguna;28157; Valdelaguna
21071 Valdelarco;21071; Valdelarco
19303 Valdelcubo;19303; Valdelcubo
44244 Valdelinares;44244; Valdelinares
37335 Valdelosa;37335; Valdelosa
44245 Valdeltormo;44245; Valdeltormo
24177 Valdelugueros;24177; Valdelugueros
26161 Valdemadera;26161; Valdemadera
42194 Valdemaluque;42194; Valdemaluque
28158 Valdemanco;28158; Valdemanco
13086 Valdemanco del Esteras;13086; Valdemanco del Esteras
28159 Valdemaqueda;28159; Valdemaqueda
16224 Valdemeca;16224; Valdemeca
37336 Valdemierque;37336; Valdemierque
24178 Valdemora;24178; Valdemora
10201 Valdemorales;10201; Valdemorales
28160 Valdemorillo;28160; Valdemorillo
16225 Valdemorillo de la Sierra;16225; Valdemorillo de la Sierra
28161 Valdemoro;28161; Valdemoro
16227 Valdemoro-Sierra;16227; Valdemoro-Sierra
42195 Valdenebro;42195; Valdenebro
47181 Valdenebro de los Valles;47181; Valdenebro de los Valles
19304 Valdenuño Fernández;19304; Valdenuño Fernández
10202 Valdeobispo;10202; Valdeobispo
39092 Valdeolea;39092; Valdeolea
16228 Valdeolivas;16228; Valdeolivas
34189 Valdeolmillos;34189; Valdeolmillos
28162 Valdeolmos-Alalpardo;28162; Valdeolmos-Alalpardo
13087 Valdepeñas;13087; Valdepeñas
23093 Valdepeñas de Jaén;23093; Valdepeñas de Jaén
19305 Valdepeñas de la Sierra;19305; Valdepeñas de la Sierra
24179 Valdepiélago;24179; Valdepiélago
28163 Valdepiélagos;28163; Valdepiélagos
24180 Valdepolo;24180; Valdepolo
42196 Valdeprado;42196; Valdeprado
39093 Valdeprado del Río;39093; Valdeprado del Río
40211 Valdeprados;40211; Valdeprados
24181 Valderas;24181; Valderas
34190 Valderrábano;34190; Valderrábano
19306 Valderrebollo;19306; Valderrebollo
39094 Valderredible;39094; Valderredible
24182 Valderrey;24182; Valderrey
44246 Valderrobres;44246; Valderrobres
42197 Valderrodilla;42197; Valderrodilla
37337 Valderrodrigo;37337; Valderrodrigo
18914 Valderrubio;18914; Valderrubio
24183 Valderrueda;24183; Valderrueda
33034 Valdés;33034; Valdés
24184 Valdesamario;24184; Valdesamario
49229 Valdescorriel;49229; Valdescorriel
19307 Valdesotos;19307; Valdesotos
47182 Valdestillas;47182; Valdestillas
06138 Valdetorres;06138; Valdetorres
28164 Valdetorres de Jarama;28164; Valdetorres de Jarama
16902 Valdetórtola;16902; Valdetórtola
34192 Valde-Ucieza;34192; Valde-Ucieza
40212 Valdevacas de Montejo;40212; Valdevacas de Montejo
40213 Valdevacas y Guijar;40213; Valdevacas y Guijar
45179 Valdeverdeja;45179; Valdeverdeja
24187 Valdevimbre;24187; Valdevimbre
09405 Valdezate;09405; Valdezate
28165 Valdilecha;28165; Valdilecha
09406 Valdorros;09406; Valdorros
15087 Valdoviño;15087; Valdoviño
37338 Valdunciel;37338; Valdunciel
47183 Valdunquillo;47183; Valdunquillo
46250 València;46250; València
10203 Valencia de Alcántara;10203; Valencia de Alcántara
24188 Valencia de Don Juan;24188; Valencia de Don Juan
06139 Valencia de las Torres;06139; Valencia de las Torres
06140 Valencia del Mombuey;06140; Valencia del Mombuey
06141 Valencia del Ventoso;06141; Valencia del Ventoso
41096 Valencina de la Concepción;41096; Valencina de la Concepción
14063 Valenzuela;14063; Valenzuela
13088 Valenzuela de Calatrava;13088; Valenzuela de Calatrava
16903 Valeras, Las;16903; Valeras, Las
37339 Valero;37339; Valero
22242 Valfarta;22242; Valfarta
19308 Valfermoso de Tajuña;19308; Valfermoso de Tajuña
36056 Valga;36056; Valga
26162 Valgañón;26162; Valgañón
19309 Valhermoso;19309; Valhermoso
16231 Valhermoso de la Fuente;16231; Valhermoso de la Fuente
44247 Valjunquera;44247; Valjunquera
12124 Vall d'Alba;12124; Vall d'Alba
03134 Vall d'Alcalà, la;03134; Vall d'Alcalà, la
12125 Vall de Almonacid;12125; Vall de Almonacid
17208 Vall de Bianya, La;17208; Vall de Bianya, La
25043 Vall de Boí, La;25043; Vall de Boí, La
25901 Vall de Cardós;25901; Vall de Cardós
03136 Vall de Gallinera, la;03136; Vall de Gallinera, la
03137 Vall de Laguar, la;03137; Vall de Laguar, la
03135 Vall d'Ebo, la;03135; Vall d'Ebo, la
17207 Vall d'en Bas, La;17207; Vall d'en Bas, La
